name,distance,latitude,longitude,address,telephone,rating,review_counts,closed
Papyrus,425.9036605799558,43.67709,-79.35324,"['337 Danforth Avenue', 'Toronto, ON M4K 1N7', 'Canada']",+1 647-352-3878,5.0,51,False
Tapas at Embrujo,119.0125324526386,43.67615,-79.3582931,"['97 Danforth Avenue', 'Toronto, ON M4K 1N2', 'Canada']",+1 647-705-7880,3.5,101,False
Allen's,133.5260246664486,43.676421425352,-79.357315938409,"['143 Danforth Avenue', 'Toronto, ON M4K 1N2', 'Canada']",+1 416-463-3086,3.0,213,False
El Charro,34.88420055839505,43.6771428,-79.3590065,"['788 Broadview ave', 'Toronto, ON M4K 2P7', 'Canada']",+1 647-358-5883,4.0,89,False
RYUS Noodle Bar,40.77532786413002,43.6771,-79.35905,"['786 Broadview Avenue', 'Toronto, ON M4K 2P7', 'Canada']",+1 647-344-9306,4.0,392,False
Factory Girl,206.66599438468623,43.67648,-79.3561299,"['193 Danforth Avenue', 'Toronto, ON M4K 1N2', 'Canada']",+1 647-352-2799,3.5,117,False
Chiang Mai Thai Kitchen,453.5897717762417,43.67715517577863,-79.35294013470411,"['353 Danforth Avenue', 'Toronto, ON M4K 1N7', 'Canada']",+1 647-341-8424,4.5,24,False
Pantheon Restaurant,582.9720555557276,43.67744,-79.35129,"['407 Danforth Avenue', 'Toronto, ON M4K 1P1', 'Canada']",+1 416-778-1929,4.0,350,False
Judaline,106.30602438424297,43.67673584808673,-79.35742437257584,"['162 Danforth Avenue', 'Toronto, ON M4K 1N1', 'Canada']",+1 416-792-8088,5.0,5,False
Stock In Trade,381.91550119500715,43.67695,-79.3538,"['307 Danforth Avenue', 'Toronto, ON M4K 1N7', 'Canada']",+1 416-792-5059,4.5,31,False
Mezes,678.1983731110341,43.6781397,-79.3502475,"['456 Danforth Avenue', 'Toronto, ON M4K 1P4', 'Canada']",+1 416-778-5150,4.0,264,False
Mambo Lounge,88.72366813625621,43.67656,-79.35814,"['120 Danforth Avenue', 'Toronto, ON M4K 1N1', 'Canada']",+1 416-778-7004,3.5,42,False
Ali Baba's Middle Eastern Cuisine,92.89078067643837,43.6764854258101,-79.3579816818237,"['113 Danforth Avenue', 'Toronto, ON M4K 1N2', 'Canada']",+1 416-461-8500,4.0,24,False
Rodeo Brazilian Steakhouse,111.0577414564027,43.6762554,-79.3581314,"['95 Danforth Avenue', 'Toronto, ON M4K 1M8', 'Canada']",+1 416-465-0969,3.0,99,False
Herby Restaurant,575.1978272862812,43.6774,-79.35147,"['397 Danforth Ave', 'Toronto, ON M4K 1P1', 'Canada']",,4.5,36,False
Momo Hut & Gardens,581.3483719218028,43.6773492,-79.3513541,"['401 Danforth Avenue', 'Danforth', 'Toronto, ON M4K 1P1', 'Canada']",+1 416-363-8580,4.5,124,False
Off The Hook Fishbar,143.82021481086807,43.6759128,-79.358405,"['749 Broadview Avenue', 'Toronto, ON M4K 2P6', 'Canada']",+1 416-465-4356,3.5,170,False
The Broadview Diner,126.8457349189716,43.676082,-79.358432,"['757 Broadview Avenue', 'Toronto, ON M4K 2P6', 'Canada']",+1 416-297-9685,3.5,6,False
7 Numbers Danforth,381.54356668300653,43.67695,-79.3538,"['307 Danforth Avenue E', 'Toronto, ON M4K 1N7', 'Canada']",+1 416-469-5183,3.5,109,False
KINKA IZAKAYA ORIGINAL,266.8823726522151,43.66042406856627,-79.37890046282942,"['398 Church Street', 'Toronto, ON M5B 2A2', 'Canada']",+1 416-977-0999,4.0,1818,False
Katsuya,316.493463511301,43.65995,-79.37882,"['66 Gerrard Street E', 'Unit 100', 'Toronto, ON M5B 2M2', 'Canada']",+1 416-591-7756,4.5,501,False
Horangee Sikdang,319.41846207280184,43.660605,-79.38260199999999,"['431 Yonge Street', 'Toronto, ON M2M 2V3', 'Canada']",,4.5,44,False
Afuri,37.458853099195466,43.66272786420948,-79.37943784310166,"['411 Church Street', 'Toronto, ON M4Y 2C2', 'Canada']",+1 416-928-6566,4.0,28,False
Hair of the Dog,36.112864292408226,43.662946823805,-79.379592870241,"['425 Church Street', 'Toronto, ON M4Y 2C3', 'Canada']",+1 416-964-2708,4.0,370,False
Gurume Sushi,171.117148370907,43.6613914599157,-79.38099526635763,"['45 Carlton Street', 'unit 5', 'Toronto, ON M5B 2H9', 'Canada']",+1 416-901-8333,5.0,56,False
Lao Lao Bar,574.9159388632621,43.665799,-79.385537,"['5 Saint Joseph Street', 'Retail 5', 'Toronto, ON M4Y 1Z3', 'Canada']",+1 647-948-8018,4.5,49,False
Kintaro Izakaya,163.91046837557252,43.66417,-79.38006,"['459 Church Street', 'Main Floor', 'Toronto, ON M4Y 4C5', 'Canada']",+1 647-560-5335,4.0,246,False
Mogouyan Hand-Pulled Noodles,862.694530502033,43.65573,-79.38449,"['124 Dundas St W', 'Toronto, ON M5G 1C3', 'Canada']",,4.5,74,False
Som Tum Jinda,310.85673203340883,43.660198506845894,-79.37821129999999,"['76 Gerrard Street E', 'Toronto, ON M5B 1G6', 'Canada']",+1 416-351-7576,4.0,13,False
Si Lom Thai Bistro,267.32504117384235,43.66503,-79.38082,"['534 Church Street', 'Toronto, ON M4Y', 'Canada']",+1 416-515-0888,4.0,200,False
Sinjeon Topokki,195.04001647428478,43.66115,-79.37869,"['377 Church Street', 'Unit 1', 'Toronto, ON M5B 1H9', 'Canada']",+1 416-591-0676,4.5,8,False
Sanuki Udon,186.35739554058557,43.66162,-79.38153,"['20 Carlton Street', 'Toronto, ON M5B 2H5', 'Canada']",,4.0,26,False
Pocha 1989,292.69679673939163,43.66531,-79.38099,"['542 Church Street', 'Toronto, ON M4Y 2E1', 'Canada']",+1 647-455-1994,3.5,21,False
Loaded Pierogi,229.67330785542848,43.6647044094439,-79.3806558570915,"['524 Church Street', 'Toronto, ON M4Y 1C5', 'Canada']",+1 416-792-1476,4.0,29,False
Jane Deer,354.7902109317222,43.66354580554179,-79.38416037708521,"['516 Yonge Street', 'Toronto, ON M4Y 1X9', 'Canada']",,4.5,2,False
Egg Club Wellesley,368.78238009182496,43.6642,-79.38389,"['531 Yonge Street', 'Toronto, ON M4Y 1Y5', 'Canada']",+1 416-901-0188,4.5,39,False
Storm Crow Manor,470.2053592748297,43.6667489584503,-79.3816431239247,"['580 Church Street', 'Toronto, ON M4Y 2E5', 'Canada']",+1 416-367-2769,4.0,149,False
The Carlton Restaurant,147.27515627891094,43.6617125,-79.3811043,"['Holiday Inn', '30 Carlton Street', 'Toronto, ON M5B 2E9', 'Canada']",+1 877-660-8550,4.5,7,False
Congee Queen,518.2076847485622,43.658302,-79.381986,"['360 Yonge Street', 'Toronto, ON M5B 1S5', 'Canada']",+1 416-200-6988,4.0,51,False
Mogouyan Hand-Pulled Noodles,368.9355968739297,43.65573,-79.38449,"['124 Dundas St W', 'Toronto, ON M5G 1C3', 'Canada']",,4.5,74,False
Horangee Sikdang,199.47109707847636,43.660605,-79.38260199999999,"['431 Yonge Street', 'Toronto, ON M2M 2V3', 'Canada']",,4.5,44,False
Katsuya,398.3416963513722,43.65995,-79.37882,"['66 Gerrard Street E', 'Unit 100', 'Toronto, ON M5B 2M2', 'Canada']",+1 416-591-7756,4.5,501,False
The Queen And Beaver Public House,178.58368140019755,43.65734,-79.38334,"['35 Elm Street', 'Toronto, ON M5G 1H1', 'Canada']",+1 647-347-2712,4.0,413,False
KINKA IZAKAYA ORIGINAL,406.55076004442117,43.66042406856627,-79.37890046282942,"['398 Church Street', 'Toronto, ON M5B 2A2', 'Canada']",+1 416-977-0999,4.0,1818,False
Gurume Sushi,340.01486057353543,43.6613914599157,-79.38099526635763,"['45 Carlton Street', 'unit 5', 'Toronto, ON M5B 2H9', 'Canada']",+1 416-901-8333,5.0,56,False
Congee Queen,142.09178691581144,43.658302,-79.381986,"['360 Yonge Street', 'Toronto, ON M5B 1S5', 'Canada']",+1 416-200-6988,4.0,51,False
Hana Don,366.5158808058025,43.65572,-79.38454,"['128 Dundas Street W', 'Toronto, ON M5G 1C3', 'Canada']",+1 416-348-8688,4.5,22,False
Gyubee Japanese Grill - Dundas,456.810806728196,43.6551427,-79.3857634,"['157 Dundas St W', 'Toronto, ON M5B 1E4', 'Canada']",+1 416-639-1545,4.5,210,False
Som Tum Jinda,449.3150197109785,43.660198506845894,-79.37821129999999,"['76 Gerrard Street E', 'Toronto, ON M5B 1G6', 'Canada']",+1 416-351-7576,4.0,13,False
Lao Lao Bar,778.0585057352231,43.665799,-79.385537,"['5 Saint Joseph Street', 'Retail 5', 'Toronto, ON M4Y 1Z3', 'Canada']",+1 647-948-8018,4.5,49,False
Daldongnae Korean BBQ - Dundas Square,182.69157515012424,43.658244,-79.381345,"['361 Yonge Street', 'Toronto, ON M5B 1S1', 'Canada']",+1 647-368-8470,4.5,12,False
The Senator,508.23984278745445,43.65574,-79.37896,"['249 Victoria Street', 'Toronto, ON M5B 1T8', 'Canada']",+1 416-364-7517,4.0,495,False
Moon Palace,317.9034040978643,43.6561951,-79.38240341165705,"['40 Dundas Street W', 'Toronto, ON M5G 2C2', 'Canada']",+1 416-551-5666,4.0,62,False
Afuri,534.1504075189595,43.66272786420948,-79.37943784310166,"['411 Church Street', 'Toronto, ON M4Y 2C2', 'Canada']",+1 416-928-6566,4.0,28,False
Sanuki Udon,334.5708466527393,43.66162,-79.38153,"['20 Carlton Street', 'Toronto, ON M5B 2H5', 'Canada']",,4.0,26,False
Thai On Yonge,126.16407494050654,43.65855,-79.38205,"['370 Yonge Street', 'Toronto, ON M5B 1S5', 'Canada']",+1 416-585-2788,4.0,148,False
Haidilao Hot Pot,562.8031017873832,43.65463297669771,-79.37983900308609,"['237 Yonge Street', 'Toronto, ON M5B 1N8', 'Canada']",+1 437-778-1068,5.0,34,False
bb.q Chicken,184.79198402525407,43.65728792282371,-79.38379123806953,"['43 Elm St', 'Toronto, ON M5G 1H1', 'Canada']",+1 416-581-8008,4.0,19,False
Donatello Restaurant,168.2749693347728,43.657425,-79.383474,"['37 Elm Street', 'Toronto, ON M5G 1H1', 'Canada']",+1 416-595-5001,4.0,187,False
Local 1794,357.04736200192406,43.68459,-79.31881,"['1794 Danforth Avenue', 'Toronto, ON M4C 1H8', 'Canada']",+1 416-463-1794,4.0,121,False
The Wren,423.1215410281404,43.6824096,-79.3280496,"['1382 Danforth Avenue', 'Toronto, ON M4J 1M9', 'Canada']",+1 647-748-1382,4.0,225,False
Morgan's On the Danforth,605.8768930563249,43.68194,-79.3302284,"['1282 Danforth Avenue', 'Toronto, ON M4J 1M6', 'Canada']",+1 416-461-3020,4.0,102,False
The Wood Owl,429.11446522369425,43.68261,-79.32813,"['1380 Danforth Avenue', 'Toronto, ON M4J 1M9', 'Canada']",,4.5,9,False
Lucy Ethiopian Restaurant,198.2861038789027,43.6841128,-79.3207142,"['1690 Danforth Avenue', 'Toronto, ON M4C', 'Canada']",+1 416-406-0534,4.5,71,False
Trecce,355.99904082348684,43.6845613035206,-79.3188472803566,"['1792 Danforth Avenue', 'Toronto, ON M4C 1H8', 'Canada']",+1 416-463-2655,4.0,20,False
Pomarosa Coffee Shop & Kitchen,200.71736428618584,43.683242,-79.32545,"['1504 Danforth Avenue', 'Toronto, ON M4J 1N4', 'Canada']",+1 416-462-2945,4.5,50,False
Taverne Tamblyn,336.8667193445232,43.68278544751015,-79.32706929999999,"['1426 Danforth Avenue', 'Toronto, ON M4J 4R3', 'Canada']",+1 416-406-3121,4.0,8,False
Sala Modern Thai Kitchen & Bar,643.8553727004261,43.6819991223223,-79.3307374790311,"['1262 Danforth Avenue', 'Toronto, ON M4J 1M6', 'Canada']",+1 416-405-9999,4.5,199,False
North of Brooklyn Pizzeria,772.9399908371795,43.68182,-79.3323,"['663 Greenwood Avenue', 'Toronto, ON M4J 1M6', 'Canada']",+1 647-352-1000,4.5,17,False
Yanagi Sushi,159.31478197118867,43.68336,-79.32491,"['1524 Danforth Avenue', 'Toronto, ON M4J 1N4', 'Canada']",+1 416-469-1524,4.0,76,False
Rendez-Vous,380.0719227122729,43.68271,-79.32758,"['1408 Danforth Avenue', 'Toronto, ON M4J 1M9', 'Canada']",+1 416-469-2513,4.0,115,False
La Vegan,282.3575548587214,43.68302369946962,-79.32643800785556,"['1450 Danforth Avenue', 'Toronto, ON M4J 1N4', 'Canada']",+1 416-546-8723,5.0,4,False
Wazema Ethiopian Restaurant,457.6602385632135,43.68253,-79.32856,"['1360 Danforth Ave', 'Toronto, ON M4J', 'Canada']",+1 416-466-5713,4.5,27,False
Aviator Danforth,273.0225081088718,43.683,-79.32628,"['1458 Danforth Ave', 'Toronto, ON M4J 1N4', 'Canada']",+1 647-348-2680,3.5,15,False
The Dylan Bar,625.8499296153126,43.6820280073826,-79.3305167183754,"['1276 Danforth Avenue', 'Toronto, ON M4J 1M6', 'Canada']",+1 416-792-7792,3.5,24,False
El Sol Mexican Gallery Restaurant,289.92080824926325,43.68294,-79.32647,"['1448 Danforth Ave', 'Toronto, ON M4J 1N4', 'Canada']",+1 416-405-8074,3.5,60,False
Cumin Kitchen - Fine Indian Cuisine,391.9778485710864,43.68469,-79.3184,"['1820 Danforth Avenue', 'Toronto, ON M4C 1H8', 'Canada']",+1 647-748-5522,4.5,71,False
Bodega Henriette,885.7983023305909,43.6780199,-79.31471,"['1801 Gerrard Street E', 'Toronto, ON M4L 2B4', 'Canada']",+1 416-546-6261,4.0,73,False
Our Spot,328.6956981605882,43.6841401,-79.3190019,"['1779b Danforth Ave', 'Toronto, ON M4C 1J2', 'Canada']",+1 416-461-7768,4.5,13,False
The Butcher Chef,48.14375970307856,43.6430184,-79.3757759,"['8 Harbour St', 'Toronto, ON M5J 3B1', 'Canada']",+1 416-223-2250,4.5,17,False
Don Alfonso 1890,182.6532543464198,43.6413515,-79.3758977,"['1 Harbour Square', 'Floor 38', 'Westin Harbour Castle', 'Toronto, ON M5J 1A6', 'Canada']",+1 416-214-5888,4.0,47,False
Amano Trattoria,628.9147982501024,43.64783286048877,-79.37335950322061,"['9 Church Street', 'Toronto, ON M5E 1W1', 'Canada']",+1 647-349-7297,4.5,28,False
The Rabbit Hole,878.0664755075239,43.64995,-79.37976,"['21 Adelaide Street W', 'Toronto, ON M5H 1L6', 'Canada']",+1 647-480-6963,4.0,38,False
KINKA IZAKAYA HARBOURFRONT,334.35028020728055,43.6414222369422,-79.38004409999999,"['110 Harbour Street', 'Unit 108B', 'Toronto, ON M5J 2L9', 'Canada']",+1 647-348-0110,4.0,80,False
Library Bar,564.5725352527154,43.6461717,-79.3811365,"['100 Front Street W', 'Fairmont Royal York', 'Toronto, ON M5J 1E3', 'Canada']",+1 416-368-2511,4.0,128,False
Miku,175.2071203746921,43.6412346,-79.3773697,"['105-10 Bay Street', 'Toronto, ON M5J 2R8', 'Canada']",+1 647-347-7347,4.0,902,False
Mama Lee's Korean Kitchen,76.84952730068807,43.64325,-79.37636,"['16 Yonge Street', 'Unit B', 'Toronto, ON M5E 2A1', 'Canada']",+1 437-917-9355,4.0,27,False
Steam Whistle Biergarten,754.9270554724676,43.640853,-79.385279,"['255 Bremner Boulevard', 'Bay 7', 'Toronto, ON M5V 3M9', 'Canada']",+1 416-362-2337,4.5,38,False
Alexandros,157.3905436193539,43.64147,-79.37522,"['5 Queens Quay W', 'Toronto, ON M5J 2H1', 'Canada']",+1 416-367-0633,3.5,146,False
The Miller Tavern,91.82169458671314,43.6423578537475,-79.377305119129,"['31 Bay Street', 'Toronto, ON M5J 3B2', 'Canada']",+1 416-366-5544,3.0,106,False
Taverna Mercatto,528.0140307898005,43.6426722096442,-79.3827601467308,"['120 Bremner Boulevard', 'Toronto, ON M5J 3A6', 'Canada']",+1 416-368-9000,3.5,237,False
My Roti Place,100.48651023478041,43.6417148967486,-79.3757710173493,"['12 Queens Quay W', 'Toronto, ON M5J 2V7', 'Canada']",+1 647-348-7684,3.5,25,False
Chotto Matte,466.47134808275064,43.6462867067857,-79.3788714800065,"['161 Bay Street', 'Toronto, ON M5J 2S1', 'Canada']",+1 416-988-8097,4.0,165,False
NBA Courtside Restaurant,226.092540220359,43.64197,-79.37359,"['15 Queens Quay E', 'Toronto, ON M5E 0C5', 'Canada']",+1 416-967-5550,3.0,15,False
The Roof at SOCO,612.3298632464723,43.64303,-79.38379,"['75 Lower Simcoe Street', 'Fourth Floor', 'Toronto, ON M5J 3A6', 'Canada']",+1 416-637-5465,4.0,17,False
E11even,406.5282647853517,43.642801069778,-79.381241442969,"['15 York Street', 'Toronto, ON M5J 0A3', 'Canada']",+1 416-815-1111,3.5,175,False
Evviva Breakfast & Lunch,581.320088290029,43.641602,-79.383301,"['25 Lower Simcoe', 'Toronto, ON M5J 3A1', 'Canada']",+1 647-351-4040,4.0,387,False
King Taps,809.4425869464491,43.6486379269,-79.3817439,"['100 King Street W', 'Toronto, ON M5X 1A9', 'Canada']",+1 647-361-2025,4.0,406,False
Richmond Station,1010.5096150043873,43.6513729,-79.379285,"['1 Richmond Street W', 'Toronto, ON M5H 3W4', 'Canada']",+1 647-748-1444,4.5,908,False
The Commoner,51.83586888650815,43.65191,-79.44797,"['2067 Dundas Street W', 'Toronto, ON M6R', 'Canada']",+1 647-351-2067,4.0,61,False
The Ace,664.964638770354,43.646122,-79.448823,"['231A Roncesvalles Avenue', 'Toronto, ON M6R 2L6', 'Canada']",+1 416-792-7729,4.0,196,False
Barque Smokehouse,462.73513740143073,43.6480097,-79.4496592,"['299 Roncesvalles Avenue', 'Toronto, ON M6R 2M3', 'Canada']",+1 416-532-7700,4.0,524,False
Cafe Pho Nho,78.74321967719825,43.65219,-79.44751,"['2060 Dundas Street W', 'Toronto, ON M6R 1W9', 'Canada']",+1 416-531-2282,3.5,80,False
Konia,203.78050110773904,43.650988,-79.45063,"['403 Roncesvalles Avenue', 'Toronto, ON M6R 2N1', 'Canada']",+1 647-347-9570,3.5,4,False
Bawara,626.6568962559016,43.65632,-79.45387,"['1570 Bloor St W', 'Toronto, ON M5G 1S4', 'Canada']",+1 416-532-2323,4.5,12,False
Bacan,255.71312012325652,43.6501,-79.4502,"['369 Roncesvalles Avenue', 'Toronto, ON M6R 2M8', 'Canada']",+1 416-535-2222,3.5,20,False
Musoshin Ramen,317.1406090778334,43.6533636,-79.4521349,"['9 Boustead Ave', 'Toronto, ON M6R 1Y7', 'Canada']",+1 416-537-3588,4.0,36,False
Viaggio,807.097146078363,43.6499275270851,-79.4390283152461,"['1727 Dundas St W', 'Toronto, ON M6K 1V4', 'Canada']",+1 416-519-8165,4.0,30,False
La Cubana,243.00607797099642,43.65087,-79.45106,"['392 Roncesvalles Avenue', 'Toronto, ON M6R 2M9', 'Canada']",+1 416-538-7500,3.5,231,False
Gold Standard,246.3129121395864,43.65056,-79.45043,"['385 Roncesvalles Avenue', 'Toronto, ON M6R 2N1', 'Canada']",,4.0,27,False
Cafe Tibet Bar & Grill,245.47496221525412,43.65082,-79.45104,"['390 Roncesvalles Avenue', 'Toronto, ON M6R 2M9', 'Canada']",+1 416-792-9258,4.5,22,False
Sugo,846.3109427225178,43.65825,-79.44227,"['1281 Bloor Street W', 'Toronto, ON M6H 1N7', 'Canada']",+1 416-535-1717,4.5,276,False
Dil Se Indian Restaurant & Bar,333.34072919054745,43.649281957944154,-79.45001314113922,"['335 Roncesvalles Avenue', 'Toronto, ON M6R 2M8', 'Canada']",+1 416-532-4141,4.5,21,False
EAT BKK Thai Kitchen Roncy,227.38638996170533,43.65165,-79.45136,"['414 Roncesvalles Avenue', 'Toronto, ON M6R 2N2', 'Canada']",+1 416-538-8988,4.0,8,False
Thai Nyyom,565.1354932127235,43.6571,-79.4477,"['1419 Bloor Street W', 'Toronto, ON M6P 3L4', 'Canada']",+1 416-530-1463,4.5,23,False
Pizzeria Defina,388.59791364699606,43.64875,-79.44955,"['321 Roncesvalles Ave', 'Toronto, ON M6R 2M6', 'Canada']",+1 416-534-4414,4.0,151,False
Whelan's Gate Gastropub,724.8829248936664,43.6552887,-79.4564438,"['1663 Bloor Street W', 'Toronto, ON M6P 1A6', 'Canada']",+1 647-478-6388,4.5,41,False
Inter Steer Tavern,277.2144239741663,43.6498599,-79.45012,"['357 Roncesvalles Avenue', 'Toronto, ON M6R 2M8', 'Canada']",+1 416-588-8054,3.5,26,False
Tacos Baby J,255.79915178433862,43.65014773849575,-79.45028180000001,"['371 Roncesvalles Avenue', 'Toronto, ON M6R 2M8', 'Canada']",+1 416-533-5788,1.5,2,False
Mogouyan Hand-Pulled Noodles,56.1210793175397,43.66943,-79.38671,"['760 Yonge Street', 'Toronto, ON M4Y 2B6', 'Canada']",+1 416-890-1296,4.0,92,False
Trattoria Nervosa,385.8770190789083,43.67101,-79.39104,"['75 Yorkville Avenue', 'Toronto, ON M5R 1B8', 'Canada']",+1 416-961-4642,4.0,411,False
Cafe Landwer - Yonge & Bloor,89.35738488999749,43.67028,-79.38553,"['33 Bloor St E', 'Toronto, ON M4W 3H1', 'Canada']",+1 416-499-9942,4.0,78,False
Lao Lao Bar,473.19033043739864,43.665799,-79.385537,"['5 Saint Joseph Street', 'Retail 5', 'Toronto, ON M4Y 1Z3', 'Canada']",+1 647-948-8018,4.5,49,False
The Oxley,531.1270986321605,43.67059,-79.39304,"['121 Yorkville Avenue', 'Toronto, ON M5R 1C4', 'Canada']",+1 647-348-1300,4.0,184,False
The Bar Jokbal Night Market,263.97421719750986,43.667725,-79.385608,"['639 Yonge Street', 'Toronto, ON M4Y 1Z9', 'Canada']",+1 416-926-8889,4.0,5,False
Pearl Yorkville,133.224068681863,43.66880829999999,-79.38694269999999,"['730 Yonge Street', 'Toronto, ON M4Y 2B7', 'Canada']",+1 416-920-1233,4.5,3,False
Okonomi House Restaurant,190.60075427785875,43.668311069021,-79.387133746804,"['23 Charles Street W', 'Toronto, ON M4Y 2R4', 'Canada']",+1 416-925-6176,4.0,320,False
Public School,185.6756139577081,43.6708779,-79.3845954,"['90 Bloor Street E', 'W Toronto', 'Toronto, ON M4W 3Y1', 'Canada']",+1 416-515-2580,4.0,10,False
Naan & Kabob,109.31518485879687,43.66905,-79.38606,"['691 Yonge Street', 'Toronto, ON M4Y 2B2', 'Canada']",+1 416-972-6623,4.0,149,False
Clay Restaurant,571.9279764840252,43.66798,-79.39347,"['111 Queens Park', '3rd Floor', 'Toronto, ON M5S 2C7', 'Canada']",+1 416-586-8086,4.0,22,False
Yuzuki,248.4065105147197,43.6713124,-79.3838651,"['120 Bloor Street E', 'Unit 104', 'Toronto, ON M4Y 0B8', 'Canada']",+1 416-923-2997,4.5,43,False
More Natas Please,52.284491239753,43.669502211918726,-79.38661023974419,"['762 Yonge Street', 'Toronto, ON M4Y 2B6', 'Canada']",,4.0,10,False
Eataly Toronto,186.2015509468195,43.6696154170451,-79.3887948598768,"['55 Bloor Street W', 'Manulife Centre', 'Toronto, ON M4W 1A6', 'Canada']",+1 437-374-0250,3.5,296,False
Skylight Rooftop Bar,186.57435991534308,43.670892665592,-79.3845954,"['90 Bloor Street E', '9th Floor', 'Toronto, ON M4W 1A7', 'Canada']",+1 416-515-2585,4.0,14,False
Tokyo Kitchen,150.0086767436988,43.6690940080509,-79.3851124367706,"['20 Charles Street E', 'Toronto, ON M4Y 1T1', 'Canada']",+1 416-968-9889,4.0,169,False
156 Cumberland,545.2698933782452,43.67004,-79.3933,"['156 Cumberland Street', 'Toronto, ON M5R 1A8', 'Canada']",+1 416-901-3886,4.5,24,False
Sang-Ji Fried Bao,166.66238845116084,43.6686,-79.385637,"['3 Charles Street E', 'Toronto, ON M4Y 2G1', 'Canada']",+1 647-368-8851,4.5,13,False
8Mile Detroit Style Pizza,170.34412439929358,43.66848,-79.38678,"['9 Charles Street West', 'Toronto, ON M4Y 1R4', 'Canada']",+1 647-748-4411,4.5,59,False
Koyoi Restaurant & Bar,375.7552147598511,43.6666786252858,-79.3854676187038,"['2 Irwin Avenue', 'Toronto, ON M4Y 1K9', 'Canada']",+1 647-351-5128,4.0,135,False
LOCAL Public Eatery - Liberty Village,761.1954406502126,43.6384689262493,-79.4192124903202,"['171 E Liberty Street', 'Unit 100', 'Toronto, ON M6K 3P6', 'Canada']",+1 416-901-8351,4.0,308,False
Chiang Mai,837.434527409669,43.6381655863887,-79.4175398947282,"['171 E Liberty St', 'Unit 144', 'Toronto, ON M6K 3P6', 'Canada']",+1 647-342-8424,4.5,74,False
Mildred's Temple Kitchen,831.461223286274,43.6399108749312,-79.4204235076904,"['85 Hanna Avenue', 'Suite 104', 'Toronto, ON M6K 3S3', 'Canada']",+1 416-588-5695,4.0,1036,False
School Restaurant,491.37205983546227,43.63784,-79.42435,"['70 Fraser Avenue', 'Toronto, ON M6K 3E1', 'Canada']",+1 416-588-0005,3.5,644,False
Medieval Times Toronto,44.923285868770336,43.633528,-79.425126,"['10 Dufferin Street', 'Toronto, ON M6K 3C3', 'Canada']",+1 888-935-6878,4.0,208,False
The Craft Brasserie & Grille,767.0695572279487,43.6394076328957,-79.4208196351823,"['107 Atlantic Avenue', 'Suite 100', 'Toronto, ON M6K 1Y2', 'Canada']",+1 416-535-2337,3.5,179,False
Toronto Star Food Building,452.2263554357236,43.6322653077717,-79.4203133579474,"['Exhibition Place', ""200 Princes' Blvd"", 'Toronto, ON M6K', 'Canada']",+1 416-263-3600,4.0,3,False
Acqua Dolce,369.7923518752563,43.6308999,-79.42278,"['50 Prince Edward Island Crescent', 'Toronto, ON M6K 3C3', 'Canada']",+1 416-596-6492,3.5,13,False
Levetto,964.1769673892098,43.64152,-79.4221,"['68 Sudbury Street', 'Toronto, ON M6J 3S7', 'Canada']",+1 647-350-3933,4.0,243,False
Caffino Ristorante,633.8249019225708,43.63914,-79.42547,"['1185 King Street W', 'Toronto, ON M6K 3C5', 'Canada']",+1 416-588-9010,4.0,104,False
OEB Breakfast Co.,928.9002585145096,43.6383561,-79.4162024,"['125 E Liberty Street', 'Toronto, ON M6K 3K4', 'Canada']",+1 416-238-1152,4.5,132,False
The Original's Dining Lounge,975.9731228376481,43.6365992,-79.437011,"['160 Springhurst Avenue', 'Toronto, ON M6K 1C2', 'Canada']",+1 416-532-2908,5.0,5,False
Nuna Kitchen & Bar,1001.3813142759753,43.64154,-79.43112,"['1265 Queen Street W', 'Toronto, ON M6K 1L4', 'Canada']",+1 416-538-6335,4.5,23,False
Mel's Real Good Pizza,663.8864468029083,43.63362343886292,-79.41743245455055,"['170 Princes Boulevard', 'Toronto, ON M6K 3C3', 'Canada']",,4.5,3,False
Nodo Liberty,893.1974202195184,43.63907691563342,-79.4177271,"['120 Lynn Williams Street', 'Toronto, ON M4M 1L4', 'Canada']",+1 647-368-8110,4.0,13,False
Guu Izakaya Toronto,1029.990254409988,43.6418673011168,-79.4310904074585,"['1314 Queen Street W', 'Toronto, ON M6K 1L4', 'Canada']",+1 647-351-1314,4.0,153,False
Philippine Deli,287.7794217543459,43.632613,-79.4223064,"[""210 Princes' Blvd"", 'Toronto, ON M6K 3C3', 'Canada']",,5.0,1,False
Merci Mon Ami,796.0967657291533,43.63832,-79.41776,"['171 E Liberty St', 'Unit 107', 'Toronto, ON M6K 3P6', 'Canada']",+1 647-436-3831,4.0,36,False
Burger Drops,757.8596260498961,43.6395072,-79.4213172,"['116 Atlantic Avenue', 'Toronto, ON M6K 1X9', 'Canada']",+1 647-494-1588,4.5,83,False
KINTON RAMEN,444.39997307847096,43.6373775,-79.4247333,"['153 Liberty St', 'Toronto, ON M6K 3G3', 'Canada']",+1 647-368-8551,4.0,4,False
LOCAL Public Eatery - Liberty Village,917.7718256765011,43.6384689262493,-79.4192124903202,"['171 E Liberty Street', 'Unit 100', 'Toronto, ON M6K 3P6', 'Canada']",+1 416-901-8351,4.0,308,False
